paired_id,dataset,split,domain,tokenizer,tokenizer_family,en_tokens,zh_tokens,en_chars,zh_chars,en_bytes,zh_bytes,en_chars_per_token,zh_chars_per_token,en_bytes_per_token,zh_bytes_per_token,TP,context_shrinkage
flores200:devtest:13,flores200,devtest,wikinews,tiktoken_cl100k,tiktoken,32,64,175,54,175,158,5.46875,0.84375,5.46875,2.46875,2.0,0.5
flores200:devtest:13,flores200,devtest,wikinews,tiktoken_o200k,tiktoken,32,39,175,54,175,158,5.46875,1.3846153846153846,5.46875,4.051282051282051,1.21875,0.17948717948717952
flores200:devtest:13,flores200,devtest,wikinews,llama3,hf,32,42,175,54,175,158,5.46875,1.2857142857142858,5.46875,3.761904761904762,1.3125,0.23809523809523814
flores200:devtest:13,flores200,devtest,wikinews,qwen25,hf,32,34,175,54,175,158,5.46875,1.588235294117647,5.46875,4.647058823529412,1.0625,0.05882352941176472
flores200:devtest:13,flores200,devtest,wikinews,byte,byte,175,158,175,54,175,158,1.0,0.34177215189873417,1.0,1.0,0.9028571428571428,-0.10759493670886089
flores200:devtest:13,flores200,devtest,wikinews,char,char,175,54,175,54,175,158,1.0,1.0,1.0,2.925925925925926,0.30857142857142855,-2.240740740740741
flores200:devtest:14,flores200,devtest,wikinews,tiktoken_cl100k,tiktoken,41,73,213,63,213,183,5.195121951219512,0.863013698630137,5.195121951219512,2.506849315068493,1.7804878048780488,0.4383561643835616
flores200:devtest:14,flores200,devtest,wikinews,tiktoken_o200k,tiktoken,41,49,213,63,213,183,5.195121951219512,1.2857142857142858,5.195121951219512,3.7346938775510203,1.1951219512195121,0.16326530612244894
flores200:devtest:14,flores200,devtest,wikinews,llama3,hf,41,51,213,63,213,183,5.195121951219512,1.2352941176470589,5.195121951219512,3.588235294117647,1.2439024390243902,0.196078431372549
flores200:devtest:14,flores200,devtest,wikinews,qwen25,hf,41,36,213,63,213,183,5.195121951219512,1.75,5.195121951219512,5.083333333333333,0.8780487804878049,-0.13888888888888884
flores200:devtest:14,flores200,devtest,wikinews,byte,byte,213,183,213,63,213,183,1.0,0.3442622950819672,1.0,1.0,0.8591549295774648,-0.16393442622950816
flores200:devtest:14,flores200,devtest,wikinews,char,char,213,63,213,63,213,183,1.0,1.0,1.0,2.9047619047619047,0.29577464788732394,-2.380952380952381
flores200:devtest:15,flores200,devtest,wikinews,tiktoken_cl100k,tiktoken,46,104,254,88,254,255,5.521739130434782,0.8461538461538461,5.521739130434782,2.451923076923077,2.260869565217391,0.5576923076923077
flores200:devtest:15,flores200,devtest,wikinews,tiktoken_o200k,tiktoken,45,64,254,88,254,255,5.644444444444445,1.375,5.644444444444445,3.984375,1.4222222222222223,0.296875
flores200:devtest:15,flores200,devtest,wikinews,llama3,hf,46,69,254,88,254,255,5.521739130434782,1.2753623188405796,5.521739130434782,3.6956521739130435,1.5,0.33333333333333337
flores200:devtest:15,flores200,devtest,wikinews,qwen25,hf,46,55,254,88,254,255,5.521739130434782,1.6,5.521739130434782,4.636363636363637,1.1956521739130435,0.16363636363636358
flores200:devtest:15,flores200,devtest,wikinews,byte,byte,254,255,254,88,254,255,1.0,0.34509803921568627,1.0,1.0,1.0039370078740157,0.0039215686274509665
flores200:devtest:15,flores200,devtest,wikinews,char,char,254,88,254,88,254,255,1.0,1.0,1.0,2.897727272727273,0.3464566929133858,-1.8863636363636362
flores200:devtest:16,flores200,devtest,wikinews,tiktoken_cl100k,tiktoken,42,84,195,70,197,206,4.642857142857143,0.8333333333333334,4.690476190476191,2.4523809523809526,2.0,0.5
flores200:devtest:16,flores200,devtest,wikinews,tiktoken_o200k,tiktoken,41,50,195,70,197,206,4.7560975609756095,1.4,4.804878048780488,4.12,1.2195121951219512,0.17999999999999994
flores200:devtest:16,flores200,devtest,wikinews,llama3,hf,42,53,195,70,197,206,4.642857142857143,1.320754716981132,4.690476190476191,3.8867924528301887,1.2619047619047619,0.2075471698113207
flores200:devtest:16,flores200,devtest,wikinews,qwen25,hf,42,38,195,70,197,206,4.642857142857143,1.8421052631578947,4.690476190476191,5.421052631578948,0.9047619047619048,-0.10526315789473673
flores200:devtest:16,flores200,devtest,wikinews,byte,byte,197,206,195,70,197,206,0.9898477157360406,0.33980582524271846,1.0,1.0,1.0456852791878173,0.043689320388349495
flores200:devtest:16,flores200,devtest,wikinews,char,char,195,70,195,70,197,206,1.0,1.0,1.0102564102564102,2.942857142857143,0.358974358974359,-1.7857142857142856
flores200:devtest:17,flores200,devtest,wikinews,tiktoken_cl100k,tiktoken,29,79,117,58,117,150,4.0344827586206895,0.7341772151898734,4.0344827586206895,1.8987341772151898,2.7241379310344827,0.6329113924050633
flores200:devtest:17,flores200,devtest,wikinews,tiktoken_o200k,tiktoken,28,52,117,58,117,150,4.178571428571429,1.1153846153846154,4.178571428571429,2.8846153846153846,1.8571428571428572,0.46153846153846156
flores200:devtest:17,flores200,devtest,wikinews,llama3,hf,29,52,117,58,117,150,4.0344827586206895,1.1153846153846154,4.0344827586206895,2.8846153846153846,1.793103448275862,0.4423076923076923
flores200:devtest:17,flores200,devtest,wikinews,qwen25,hf,31,45,117,58,117,150,3.774193548387097,1.288888888888889,3.774193548387097,3.3333333333333335,1.4516129032258065,0.3111111111111111
flores200:devtest:17,flores200,devtest,wikinews,byte,byte,117,150,117,58,117,150,1.0,0.38666666666666666,1.0,1.0,1.2820512820512822,0.22000000000000008
flores200:devtest:17,flores200,devtest,wikinews,char,char,117,58,117,58,117,150,1.0,1.0,1.0,2.586206896551724,0.49572649572649574,-1.0172413793103448
flores200:devtest:18,flores200,devtest,wikinews,tiktoken_cl100k,tiktoken,37,73,157,73,157,164,4.243243243243243,1.0,4.243243243243243,2.2465753424657535,1.972972972972973,0.4931506849315068
flores200:devtest:18,flores200,devtest,wikinews,tiktoken_o200k,tiktoken,36,52,157,73,157,164,4.361111111111111,1.4038461538461537,4.361111111111111,3.1538461538461537,1.4444444444444444,0.3076923076923077
flores200:devtest:18,flores200,devtest,wikinews,llama3,hf,37,55,157,73,157,164,4.243243243243243,1.3272727272727274,4.243243243243243,2.981818181818182,1.4864864864864864,0.32727272727272727
flores200:devtest:18,flores200,devtest,wikinews,qwen25,hf,43,54,157,73,157,164,3.6511627906976742,1.3518518518518519,3.6511627906976742,3.037037037037037,1.255813953488372,0.20370370370370372
flores200:devtest:18,flores200,devtest,wikinews,byte,byte,157,164,157,73,157,164,1.0,0.4451219512195122,1.0,1.0,1.0445859872611465,0.04268292682926833
flores200:devtest:18,flores200,devtest,wikinews,char,char,157,73,157,73,157,164,1.0,1.0,1.0,2.2465753424657535,0.46496815286624205,-1.1506849315068495
flores200:devtest:19,flores200,devtest,wikinews,tiktoken_cl100k,tiktoken,66,118,275,100,277,244,4.166666666666667,0.847457627118644,4.196969696969697,2.0677966101694913,1.7878787878787878,0.44067796610169485
flores200:devtest:19,flores200,devtest,wikinews,tiktoken_o200k,tiktoken,66,75,275,100,277,244,4.166666666666667,1.3333333333333333,4.196969696969697,3.2533333333333334,1.1363636363636365,0.1200000000000001
flores200:devtest:19,flores200,devtest,wikinews,llama3,hf,66,77,275,100,277,244,4.166666666666667,1.2987012987012987,4.196969696969697,3.168831168831169,1.1666666666666667,0.1428571428571429
flores200:devtest:19,flores200,devtest,wikinews,qwen25,hf,74,73,275,100,277,244,3.7162162162162162,1.36986301369863,3.7432432432432434,3.3424657534246576,0.9864864864864865,-0.013698630136986356
flores200:devtest:19,flores200,devtest,wikinews,byte,byte,277,244,275,100,277,244,0.9927797833935018,0.4098360655737705,1.0,1.0,0.8808664259927798,-0.13524590163934436
flores200:devtest:19,flores200,devtest,wikinews,char,char,275,100,275,100,277,244,1.0,1.0,1.0072727272727273,2.44,0.36363636363636365,-1.75
flores200:devtest:20,flores200,devtest,wikinews,tiktoken_cl100k,tiktoken,18,52,95,61,95,121,5.277777777777778,1.1730769230769231,5.277777777777778,2.326923076923077,2.888888888888889,0.6538461538461539
flores200:devtest:20,flores200,devtest,wikinews,tiktoken_o200k,tiktoken,18,37,95,61,95,121,5.277777777777778,1.6486486486486487,5.277777777777778,3.27027027027027,2.0555555555555554,0.5135135135135135
flores200:devtest:20,flores200,devtest,wikinews,llama3,hf,18,38,95,61,95,121,5.277777777777778,1.605263157894737,5.277777777777778,3.1842105263157894,2.111111111111111,0.5263157894736843
flores200:devtest:20,flores200,devtest,wikinews,qwen25,hf,18,33,95,61,95,121,5.277777777777778,1.8484848484848484,5.277777777777778,3.6666666666666665,1.8333333333333333,0.4545454545454545
flores200:devtest:20,flores200,devtest,wikinews,byte,byte,95,121,95,61,95,121,1.0,0.5041322314049587,1.0,1.0,1.2736842105263158,0.2148760330578512
flores200:devtest:20,flores200,devtest,wikinews,char,char,95,61,95,61,95,121,1.0,1.0,1.0,1.9836065573770492,0.6421052631578947,-0.5573770491803278
flores200:devtest:21,flores200,devtest,wikinews,tiktoken_cl100k,tiktoken,14,32,79,26,79,78,5.642857142857143,0.8125,5.642857142857143,2.4375,2.2857142857142856,0.5625
flores200:devtest:21,flores200,devtest,wikinews,tiktoken_o200k,tiktoken,14,22,79,26,79,78,5.642857142857143,1.1818181818181819,5.642857142857143,3.5454545454545454,1.5714285714285714,0.36363636363636365
flores200:devtest:21,flores200,devtest,wikinews,llama3,hf,14,22,79,26,79,78,5.642857142857143,1.1818181818181819,5.642857142857143,3.5454545454545454,1.5714285714285714,0.36363636363636365
flores200:devtest:21,flores200,devtest,wikinews,qwen25,hf,14,16,79,26,79,78,5.642857142857143,1.625,5.642857142857143,4.875,1.1428571428571428,0.125
flores200:devtest:21,flores200,devtest,wikinews,byte,byte,79,78,79,26,79,78,1.0,0.3333333333333333,1.0,1.0,0.9873417721518988,-0.012820512820512775
flores200:devtest:21,flores200,devtest,wikinews,char,char,79,26,79,26,79,78,1.0,1.0,1.0,3.0,0.3291139240506329,-2.0384615384615388
flores200:devtest:22,flores200,devtest,wikinews,tiktoken_cl100k,tiktoken,36,88,187,68,187,204,5.194444444444445,0.7727272727272727,5.194444444444445,2.3181818181818183,2.4444444444444446,0.5909090909090909
flores200:devtest:22,flores200,devtest,wikinews,tiktoken_o200k,tiktoken,36,47,187,68,187,204,5.194444444444445,1.446808510638298,5.194444444444445,4.340425531914893,1.3055555555555556,0.23404255319148937
flores200:devtest:22,flores200,devtest,wikinews,llama3,hf,36,54,187,68,187,204,5.194444444444445,1.2592592592592593,5.194444444444445,3.7777777777777777,1.5,0.33333333333333337
flores200:devtest:22,flores200,devtest,wikinews,qwen25,hf,36,44,187,68,187,204,5.194444444444445,1.5454545454545454,5.194444444444445,4.636363636363637,1.2222222222222223,0.18181818181818188
flores200:devtest:22,flores200,devtest,wikinews,byte,byte,187,204,187,68,187,204,1.0,0.3333333333333333,1.0,1.0,1.0909090909090908,0.08333333333333326
flores200:devtest:22,flores200,devtest,wikinews,char,char,187,68,187,68,187,204,1.0,1.0,1.0,3.0,0.36363636363636365,-1.75
flores200:devtest:23,flores200,devtest,wikinews,tiktoken_cl100k,tiktoken,41,79,191,64,193,182,4.658536585365853,0.810126582278481,4.7073170731707314,2.3037974683544302,1.9268292682926829,0.4810126582278481
flores200:devtest:23,flores200,devtest,wikinews,tiktoken_o200k,tiktoken,41,52,191,64,193,182,4.658536585365853,1.2307692307692308,4.7073170731707314,3.5,1.2682926829268293,0.21153846153846156
flores200:devtest:23,flores200,devtest,wikinews,llama3,hf,41,57,191,64,193,182,4.658536585365853,1.1228070175438596,4.7073170731707314,3.192982456140351,1.3902439024390243,0.2807017543859649
flores200:devtest:23,flores200,devtest,wikinews,qwen25,hf,42,44,191,64,193,182,4.5476190476190474,1.4545454545454546,4.595238095238095,4.136363636363637,1.0476190476190477,0.045454545454545525
flores200:devtest:23,flores200,devtest,wikinews,byte,byte,193,182,191,64,193,182,0.9896373056994818,0.3516483516483517,1.0,1.0,0.9430051813471503,-0.06043956043956045
flores200:devtest:23,flores200,devtest,wikinews,char,char,191,64,191,64,193,182,1.0,1.0,1.0104712041884816,2.84375,0.33507853403141363,-1.984375
flores200:devtest:24,flores200,devtest,wikinews,tiktoken_cl100k,tiktoken,28,53,151,40,151,115,5.392857142857143,0.7547169811320755,5.392857142857143,2.169811320754717,1.8928571428571428,0.4716981132075472
flores200:devtest:24,flores200,devtest,wikinews,tiktoken_o200k,tiktoken,28,29,151,40,151,115,5.392857142857143,1.3793103448275863,5.392857142857143,3.9655172413793105,1.0357142857142858,0.034482758620689724
flores200:devtest:24,flores200,devtest,wikinews,llama3,hf,28,36,151,40,151,115,5.392857142857143,1.1111111111111112,5.392857142857143,3.1944444444444446,1.2857142857142858,0.22222222222222232
flores200:devtest:24,flores200,devtest,wikinews,qwen25,hf,28,23,151,40,151,115,5.392857142857143,1.7391304347826086,5.392857142857143,5.0,0.8214285714285714,-0.21739130434782616
flores200:devtest:24,flores200,devtest,wikinews,byte,byte,151,115,151,40,151,115,1.0,0.34782608695652173,1.0,1.0,0.7615894039735099,-0.31304347826086953
flores200:devtest:24,flores200,devtest,wikinews,char,char,151,40,151,40,151,115,1.0,1.0,1.0,2.875,0.26490066225165565,-2.775
flores200:devtest:25,flores200,devtest,wikinews,tiktoken_cl100k,tiktoken,23,49,107,52,108,111,4.6521739130434785,1.0612244897959184,4.695652173913044,2.2653061224489797,2.130434782608696,0.5306122448979592
flores200:devtest:25,flores200,devtest,wikinews,tiktoken_o200k,tiktoken,18,32,107,52,108,111,5.944444444444445,1.625,6.0,3.46875,1.7777777777777777,0.4375
flores200:devtest:25,flores200,devtest,wikinews,llama3,hf,20,37,107,52,108,111,5.35,1.4054054054054055,5.4,3.0,1.85,0.45945945945945954
flores200:devtest:25,flores200,devtest,wikinews,qwen25,hf,20,28,107,52,108,111,5.35,1.8571428571428572,5.4,3.9642857142857144,1.4,0.2857142857142857
